Date,Station,Longitude,Latitude,Type,Value
"2022-04-04 00:16:17 UTC",3469958,-71.216580547,46.83791933,pm10,3.67
"2022-04-04 00:16:17 UTC",3469958,-71.216580547,46.83791933,hum,47.84
"2022-04-04 00:16:17 UTC",3469958,-71.216580547,46.83791933,temp,5.8
"2022-04-04 00:16:17 UTC",3469958,-71.216580547,46.83791933,pres,101144.72
"2022-04-04 00:18:18 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4
"2022-04-04 00:18:18 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 00:18:18 UTC",3469958,-71.216580547,46.83791933,pm10,4
"2022-04-04 00:18:18 UTC",3469958,-71.216580547,46.83791933,hum,48.8
"2022-04-04 00:18:18 UTC",3469958,-71.216580547,46.83791933,temp,5.78
"2022-04-04 00:18:18 UTC",3469958,-71.216580547,46.83791933,pres,101142.13
"2022-04-04 00:20:19 UTC",3469958,-71.216580547,46.83791933,pm25_raw,6.67
"2022-04-04 00:20:19 UTC",3469958,-71.216580547,46.83791933,pm1,3
"2022-04-04 00:20:19 UTC",3469958,-71.216580547,46.83791933,pm10,7.67
"2022-04-04 00:20:19 UTC",3469958,-71.216580547,46.83791933,hum,48.62
"2022-04-04 00:20:19 UTC",3469958,-71.216580547,46.83791933,temp,5.74
"2022-04-04 00:20:19 UTC",3469958,-71.216580547,46.83791933,pres,101145.88
"2022-04-04 00:22:19 UTC",3469958,-71.216580547,46.83791933,pm25_raw,6.67
"2022-04-04 00:22:19 UTC",3469958,-71.216580547,46.83791933,pm1,2.67
"2022-04-04 00:22:19 UTC",3469958,-71.216580547,46.83791933,pm10,6.67
"2022-04-04 00:22:19 UTC",3469958,-71.216580547,46.83791933,hum,50
"2022-04-04 00:22:19 UTC",3469958,-71.216580547,46.83791933,temp,5.78
"2022-04-04 00:22:19 UTC",3469958,-71.216580547,46.83791933,pres,101151.94
"2022-04-04 00:24:20 UTC",3469958,-71.216580547,46.83791933,pm25_raw,6.67
"2022-04-04 00:24:20 UTC",3469958,-71.216580547,46.83791933,pm1,3
"2022-04-04 00:24:20 UTC",3469958,-71.216580547,46.83791933,pm10,6.67
"2022-04-04 00:24:20 UTC",3469958,-71.216580547,46.83791933,hum,50.03
"2022-04-04 00:24:20 UTC",3469958,-71.216580547,46.83791933,temp,5.74
"2022-04-04 00:24:20 UTC",3469958,-71.216580547,46.83791933,pres,101145.88
"2022-04-04 00:26:20 UTC",3469958,-71.216580547,46.83791933,pm25_raw,7.67
"2022-04-04 00:26:20 UTC",3469958,-71.216580547,46.83791933,pm1,2.67
"2022-04-04 00:26:20 UTC",3469958,-71.216580547,46.83791933,pm10,8.33
"2022-04-04 00:26:20 UTC",3469958,-71.216580547,46.83791933,hum,50.78
"2022-04-04 00:26:20 UTC",3469958,-71.216580547,46.83791933,temp,5.62
"2022-04-04 00:26:20 UTC",3469958,-71.216580547,46.83791933,pres,101149.94
"2022-04-04 00:28:21 UTC",3469958,-71.216580547,46.83791933,pm25_raw,8.67
"2022-04-04 00:28:21 UTC",3469958,-71.216580547,46.83791933,pm1,4
"2022-04-04 00:28:21 UTC",3469958,-71.216580547,46.83791933,pm10,8.67
"2022-04-04 00:28:21 UTC",3469958,-71.216580547,46.83791933,hum,51.06
"2022-04-04 00:28:21 UTC",3469958,-71.216580547,46.83791933,temp,5.65
"2022-04-04 00:28:21 UTC",3469958,-71.216580547,46.83791933,pres,101147.13
"2022-04-04 00:30:22 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4
"2022-04-04 00:30:22 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 00:30:22 UTC",3469958,-71.216580547,46.83791933,pm10,6
"2022-04-04 00:30:22 UTC",3469958,-71.216580547,46.83791933,hum,50.1
"2022-04-04 00:30:22 UTC",3469958,-71.216580547,46.83791933,temp,5.55
"2022-04-04 00:30:22 UTC",3469958,-71.216580547,46.83791933,pres,101148.47
"2022-04-04 00:32:22 UTC",3469958,-71.216580547,46.83791933,pm25_raw,7
"2022-04-04 00:32:22 UTC",3469958,-71.216580547,46.83791933,pm1,4
"2022-04-04 00:32:22 UTC",3469958,-71.216580547,46.83791933,pm10,8
"2022-04-04 00:32:22 UTC",3469958,-71.216580547,46.83791933,hum,50.35
"2022-04-04 00:32:22 UTC",3469958,-71.216580547,46.83791933,temp,5.4
"2022-04-04 00:32:22 UTC",3469958,-71.216580547,46.83791933,pres,101152.66
"2022-04-04 00:34:22 UTC",3469958,-71.216580547,46.83791933,pm25_raw,7
"2022-04-04 00:34:22 UTC",3469958,-71.216580547,46.83791933,pm1,3.33
"2022-04-04 00:34:22 UTC",3469958,-71.216580547,46.83791933,pm10,7
"2022-04-04 00:34:22 UTC",3469958,-71.216580547,46.83791933,hum,50.62
"2022-04-04 00:34:22 UTC",3469958,-71.216580547,46.83791933,temp,5.22
"2022-04-04 00:34:22 UTC",3469958,-71.216580547,46.83791933,pres,101147.19
"2022-04-04 00:36:24 UTC",3469958,-71.216580547,46.83791933,pm25_raw,7
"2022-04-04 00:36:24 UTC",3469958,-71.216580547,46.83791933,pm1,3
"2022-04-04 00:36:24 UTC",3469958,-71.216580547,46.83791933,pm10,7
"2022-04-04 00:36:24 UTC",3469958,-71.216580547,46.83791933,hum,51.42
"2022-04-04 00:36:24 UTC",3469958,-71.216580547,46.83791933,temp,5.15
"2022-04-04 00:36:24 UTC",3469958,-71.216580547,46.83791933,pres,101152.78
"2022-04-04 00:38:24 UTC",3469958,-71.216580547,46.83791933,pm25_raw,6.25
"2022-04-04 00:38:24 UTC",3469958,-71.216580547,46.83791933,pm1,3.25
"2022-04-04 00:38:24 UTC",3469958,-71.216580547,46.83791933,pm10,7
"2022-04-04 00:38:24 UTC",3469958,-71.216580547,46.83791933,hum,52.02
"2022-04-04 00:38:24 UTC",3469958,-71.216580547,46.83791933,temp,5.12
"2022-04-04 00:38:24 UTC",3469958,-71.216580547,46.83791933,pres,101152.91
"2022-04-04 00:40:24 UTC",3469958,-71.216580547,46.83791933,pm25_raw,8.33
"2022-04-04 00:40:24 UTC",3469958,-71.216580547,46.83791933,pm1,4
"2022-04-04 00:40:24 UTC",3469958,-71.216580547,46.83791933,pm10,11
"2022-04-04 00:40:24 UTC",3469958,-71.216580547,46.83791933,hum,52.28
"2022-04-04 00:40:24 UTC",3469958,-71.216580547,46.83791933,temp,5.16
"2022-04-04 00:40:24 UTC",3469958,-71.216580547,46.83791933,pres,101149.19
"2022-04-04 00:42:25 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4
"2022-04-04 00:42:25 UTC",3469958,-71.216580547,46.83791933,pm1,2.67
"2022-04-04 00:42:25 UTC",3469958,-71.216580547,46.83791933,pm10,4
"2022-04-04 00:42:25 UTC",3469958,-71.216580547,46.83791933,hum,53.69
"2022-04-04 00:42:25 UTC",3469958,-71.216580547,46.83791933,temp,4.95
"2022-04-04 00:42:25 UTC",3469958,-71.216580547,46.83791933,pres,101150.91
"2022-04-04 00:44:26 UTC",3469958,-71.216580547,46.83791933,pm25_raw,8
"2022-04-04 00:44:26 UTC",3469958,-71.216580547,46.83791933,pm1,2.25
"2022-04-04 00:44:26 UTC",3469958,-71.216580547,46.83791933,pm10,8.75
"2022-04-04 00:44:26 UTC",3469958,-71.216580547,46.83791933,hum,53.79
"2022-04-04 00:44:26 UTC",3469958,-71.216580547,46.83791933,temp,4.97
"2022-04-04 00:44:26 UTC",3469958,-71.216580547,46.83791933,pres,101157.06
"2022-04-04 00:46:26 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4
"2022-04-04 00:46:26 UTC",3469958,-71.216580547,46.83791933,pm1,2.33
"2022-04-04 00:46:26 UTC",3469958,-71.216580547,46.83791933,pm10,4
"2022-04-04 00:46:26 UTC",3469958,-71.216580547,46.83791933,hum,52.46
"2022-04-04 00:46:26 UTC",3469958,-71.216580547,46.83791933,temp,5.04
"2022-04-04 00:46:26 UTC",3469958,-71.216580547,46.83791933,pres,101160.34
"2022-04-04 00:48:27 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3.33
"2022-04-04 00:48:27 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 00:48:27 UTC",3469958,-71.216580547,46.83791933,pm10,4
"2022-04-04 00:48:27 UTC",3469958,-71.216580547,46.83791933,hum,52.79
"2022-04-04 00:48:27 UTC",3469958,-71.216580547,46.83791933,temp,5.05
"2022-04-04 00:48:27 UTC",3469958,-71.216580547,46.83791933,pres,101159.41
"2022-04-04 00:50:27 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2.67
"2022-04-04 00:50:27 UTC",3469958,-71.216580547,46.83791933,pm1,1.33
"2022-04-04 00:50:27 UTC",3469958,-71.216580547,46.83791933,pm10,2.67
"2022-04-04 00:50:27 UTC",3469958,-71.216580547,46.83791933,hum,53.46
"2022-04-04 00:50:27 UTC",3469958,-71.216580547,46.83791933,temp,4.97
"2022-04-04 00:50:27 UTC",3469958,-71.216580547,46.83791933,pres,101154.41
"2022-04-04 00:52:28 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3.75
"2022-04-04 00:52:28 UTC",3469958,-71.216580547,46.83791933,pm1,1.75
"2022-04-04 00:52:28 UTC",3469958,-71.216580547,46.83791933,pm10,6.25
"2022-04-04 00:52:28 UTC",3469958,-71.216580547,46.83791933,hum,53.49
"2022-04-04 00:52:28 UTC",3469958,-71.216580547,46.83791933,temp,4.89
"2022-04-04 00:52:28 UTC",3469958,-71.216580547,46.83791933,pres,101156.47
"2022-04-04 00:54:29 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4
"2022-04-04 00:54:29 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 00:54:29 UTC",3469958,-71.216580547,46.83791933,pm10,5.5
"2022-04-04 00:54:29 UTC",3469958,-71.216580547,46.83791933,hum,54.02
"2022-04-04 00:54:29 UTC",3469958,-71.216580547,46.83791933,temp,4.86
"2022-04-04 00:54:29 UTC",3469958,-71.216580547,46.83791933,pres,101147.75
"2022-04-04 00:56:29 UTC",3469958,-71.216580547,46.83791933,pm25_raw,5.33
"2022-04-04 00:56:29 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 00:56:29 UTC",3469958,-71.216580547,46.83791933,pm10,5.33
"2022-04-04 00:56:29 UTC",3469958,-71.216580547,46.83791933,hum,54.53
"2022-04-04 00:56:29 UTC",3469958,-71.216580547,46.83791933,temp,4.85
"2022-04-04 00:56:29 UTC",3469958,-71.216580547,46.83791933,pres,101148.69
"2022-04-04 00:58:29 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2.33
"2022-04-04 00:58:29 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 00:58:29 UTC",3469958,-71.216580547,46.83791933,pm10,2.33
"2022-04-04 00:58:29 UTC",3469958,-71.216580547,46.83791933,hum,55.19
"2022-04-04 00:58:29 UTC",3469958,-71.216580547,46.83791933,temp,4.77
"2022-04-04 00:58:29 UTC",3469958,-71.216580547,46.83791933,pres,101151.66
"2022-04-04 01:00:31 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3
"2022-04-04 01:00:31 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:00:31 UTC",3469958,-71.216580547,46.83791933,pm10,3
"2022-04-04 01:00:31 UTC",3469958,-71.216580547,46.83791933,hum,54.86
"2022-04-04 01:00:31 UTC",3469958,-71.216580547,46.83791933,temp,4.71
"2022-04-04 01:00:31 UTC",3469958,-71.216580547,46.83791933,pres,101150.09
"2022-04-04 01:02:31 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4
"2022-04-04 01:02:31 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:02:31 UTC",3469958,-71.216580547,46.83791933,pm10,5.67
"2022-04-04 01:02:31 UTC",3469958,-71.216580547,46.83791933,hum,55.13
"2022-04-04 01:02:31 UTC",3469958,-71.216580547,46.83791933,temp,4.63
"2022-04-04 01:02:31 UTC",3469958,-71.216580547,46.83791933,pres,101146.88
"2022-04-04 01:04:31 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3
"2022-04-04 01:04:31 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:04:31 UTC",3469958,-71.216580547,46.83791933,pm10,3.75
"2022-04-04 01:04:31 UTC",3469958,-71.216580547,46.83791933,hum,54.88
"2022-04-04 01:04:31 UTC",3469958,-71.216580547,46.83791933,temp,4.66
"2022-04-04 01:04:31 UTC",3469958,-71.216580547,46.83791933,pres,101152.09
"2022-04-04 01:06:40 UTC",3469958,-71.216580547,46.83791933,pm25_raw,5
"2022-04-04 01:06:40 UTC",3469958,-71.216580547,46.83791933,pm1,2.75
"2022-04-04 01:06:40 UTC",3469958,-71.216580547,46.83791933,pm10,5
"2022-04-04 01:06:40 UTC",3469958,-71.216580547,46.83791933,hum,54.85
"2022-04-04 01:06:40 UTC",3469958,-71.216580547,46.83791933,temp,4.6
"2022-04-04 01:06:40 UTC",3469958,-71.216580547,46.83791933,pres,101148.78
"2022-04-04 01:08:41 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.5
"2022-04-04 01:08:41 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:08:41 UTC",3469958,-71.216580547,46.83791933,pm10,4.5
"2022-04-04 01:08:41 UTC",3469958,-71.216580547,46.83791933,hum,54.93
"2022-04-04 01:08:41 UTC",3469958,-71.216580547,46.83791933,temp,4.69
"2022-04-04 01:08:41 UTC",3469958,-71.216580547,46.83791933,pres,101149.31
"2022-04-04 01:10:41 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2
"2022-04-04 01:10:41 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:10:41 UTC",3469958,-71.216580547,46.83791933,pm10,2
"2022-04-04 01:10:41 UTC",3469958,-71.216580547,46.83791933,hum,56.02
"2022-04-04 01:10:41 UTC",3469958,-71.216580547,46.83791933,temp,4.63
"2022-04-04 01:10:41 UTC",3469958,-71.216580547,46.83791933,pres,101144.22
"2022-04-04 01:12:42 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3.75
"2022-04-04 01:12:42 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:12:42 UTC",3469958,-71.216580547,46.83791933,pm10,3.75
"2022-04-04 01:12:42 UTC",3469958,-71.216580547,46.83791933,hum,55.79
"2022-04-04 01:12:42 UTC",3469958,-71.216580547,46.83791933,temp,4.64
"2022-04-04 01:12:42 UTC",3469958,-71.216580547,46.83791933,pres,101147.75
"2022-04-04 01:14:46 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2
"2022-04-04 01:14:46 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:14:46 UTC",3469958,-71.216580547,46.83791933,pm10,2
"2022-04-04 01:14:46 UTC",3469958,-71.216580547,46.83791933,hum,55.6
"2022-04-04 01:14:46 UTC",3469958,-71.216580547,46.83791933,temp,4.62
"2022-04-04 01:14:46 UTC",3469958,-71.216580547,46.83791933,pres,101149.56
"2022-04-04 01:16:46 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2.33
"2022-04-04 01:16:46 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:16:46 UTC",3469958,-71.216580547,46.83791933,pm10,2.33
"2022-04-04 01:16:46 UTC",3469958,-71.216580547,46.83791933,hum,56.6
"2022-04-04 01:16:46 UTC",3469958,-71.216580547,46.83791933,temp,4.63
"2022-04-04 01:16:46 UTC",3469958,-71.216580547,46.83791933,pres,101148.69
"2022-04-04 01:18:48 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3
"2022-04-04 01:18:48 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:18:48 UTC",3469958,-71.216580547,46.83791933,pm10,3.33
"2022-04-04 01:18:48 UTC",3469958,-71.216580547,46.83791933,hum,56.68
"2022-04-04 01:18:48 UTC",3469958,-71.216580547,46.83791933,temp,4.64
"2022-04-04 01:18:48 UTC",3469958,-71.216580547,46.83791933,pres,101156.59
"2022-04-04 01:20:48 UTC",3469958,-71.216580547,46.83791933,pm25_raw,1
"2022-04-04 01:20:48 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:20:48 UTC",3469958,-71.216580547,46.83791933,pm10,1
"2022-04-04 01:20:48 UTC",3469958,-71.216580547,46.83791933,hum,56.52
"2022-04-04 01:20:48 UTC",3469958,-71.216580547,46.83791933,temp,4.66
"2022-04-04 01:20:48 UTC",3469958,-71.216580547,46.83791933,pres,101159.19
"2022-04-04 01:22:49 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.25
"2022-04-04 01:22:49 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:22:49 UTC",3469958,-71.216580547,46.83791933,pm10,4.25
"2022-04-04 01:22:49 UTC",3469958,-71.216580547,46.83791933,hum,56.83
"2022-04-04 01:22:49 UTC",3469958,-71.216580547,46.83791933,temp,4.68
"2022-04-04 01:22:49 UTC",3469958,-71.216580547,46.83791933,pres,101155.53
"2022-04-04 01:24:50 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2.33
"2022-04-04 01:24:50 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:24:50 UTC",3469958,-71.216580547,46.83791933,pm10,2.33
"2022-04-04 01:24:50 UTC",3469958,-71.216580547,46.83791933,hum,56.81
"2022-04-04 01:24:50 UTC",3469958,-71.216580547,46.83791933,temp,4.67
"2022-04-04 01:24:50 UTC",3469958,-71.216580547,46.83791933,pres,101155.59
"2022-04-04 01:26:50 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.33
"2022-04-04 01:26:50 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:26:50 UTC",3469958,-71.216580547,46.83791933,pm10,4.33
"2022-04-04 01:26:50 UTC",3469958,-71.216580547,46.83791933,hum,56.8
"2022-04-04 01:26:50 UTC",3469958,-71.216580547,46.83791933,temp,4.62
"2022-04-04 01:26:50 UTC",3469958,-71.216580547,46.83791933,pres,101150.44
"2022-04-04 01:28:50 UTC",3469958,-71.216580547,46.83791933,pm25_raw,2.67
"2022-04-04 01:28:50 UTC",3469958,-71.216580547,46.83791933,pm1,1.33
"2022-04-04 01:28:50 UTC",3469958,-71.216580547,46.83791933,pm10,2.67
"2022-04-04 01:28:50 UTC",3469958,-71.216580547,46.83791933,hum,57.21
"2022-04-04 01:28:50 UTC",3469958,-71.216580547,46.83791933,temp,4.62
"2022-04-04 01:28:50 UTC",3469958,-71.216580547,46.83791933,pres,101150.44
"2022-04-04 01:30:51 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.33
"2022-04-04 01:30:51 UTC",3469958,-71.216580547,46.83791933,pm1,2.33
"2022-04-04 01:30:51 UTC",3469958,-71.216580547,46.83791933,pm10,4.33
"2022-04-04 01:30:51 UTC",3469958,-71.216580547,46.83791933,hum,56.53
"2022-04-04 01:30:51 UTC",3469958,-71.216580547,46.83791933,temp,4.63
"2022-04-04 01:30:51 UTC",3469958,-71.216580547,46.83791933,pres,101151.34
"2022-04-04 01:32:52 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.33
"2022-04-04 01:32:52 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:32:52 UTC",3469958,-71.216580547,46.83791933,pm10,4.33
"2022-04-04 01:32:52 UTC",3469958,-71.216580547,46.83791933,hum,55.82
"2022-04-04 01:32:52 UTC",3469958,-71.216580547,46.83791933,temp,4.67
"2022-04-04 01:32:52 UTC",3469958,-71.216580547,46.83791933,pres,101145.81
"2022-04-04 01:34:52 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3
"2022-04-04 01:34:52 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:34:52 UTC",3469958,-71.216580547,46.83791933,pm10,3
"2022-04-04 01:34:52 UTC",3469958,-71.216580547,46.83791933,hum,55.4
"2022-04-04 01:34:52 UTC",3469958,-71.216580547,46.83791933,temp,4.68
"2022-04-04 01:34:52 UTC",3469958,-71.216580547,46.83791933,pres,101152.88
"2022-04-04 01:36:54 UTC",3469958,-71.216580547,46.83791933,pm25_raw,6.5
"2022-04-04 01:36:54 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:36:54 UTC",3469958,-71.216580547,46.83791933,pm10,6.5
"2022-04-04 01:36:54 UTC",3469958,-71.216580547,46.83791933,hum,55.91
"2022-04-04 01:36:54 UTC",3469958,-71.216580547,46.83791933,temp,4.65
"2022-04-04 01:36:54 UTC",3469958,-71.216580547,46.83791933,pres,101152.97
"2022-04-04 01:38:54 UTC",3469958,-71.216580547,46.83791933,pm25_raw,5
"2022-04-04 01:38:54 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:38:54 UTC",3469958,-71.216580547,46.83791933,pm10,6
"2022-04-04 01:38:54 UTC",3469958,-71.216580547,46.83791933,hum,56.74
"2022-04-04 01:38:54 UTC",3469958,-71.216580547,46.83791933,temp,4.63
"2022-04-04 01:38:54 UTC",3469958,-71.216580547,46.83791933,pres,101144.22
"2022-04-04 01:40:54 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3
"2022-04-04 01:40:54 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:40:54 UTC",3469958,-71.216580547,46.83791933,pm10,4.33
"2022-04-04 01:40:54 UTC",3469958,-71.216580547,46.83791933,hum,56.77
"2022-04-04 01:40:54 UTC",3469958,-71.216580547,46.83791933,temp,4.53
"2022-04-04 01:40:54 UTC",3469958,-71.216580547,46.83791933,pres,101141.94
"2022-04-04 01:42:55 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.33
"2022-04-04 01:42:55 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:42:55 UTC",3469958,-71.216580547,46.83791933,pm10,4.33
"2022-04-04 01:42:55 UTC",3469958,-71.216580547,46.83791933,hum,56.81
"2022-04-04 01:42:55 UTC",3469958,-71.216580547,46.83791933,temp,4.61
"2022-04-04 01:42:55 UTC",3469958,-71.216580547,46.83791933,pres,101150.5
"2022-04-04 01:44:56 UTC",3469958,-71.216580547,46.83791933,pm25_raw,4.25
"2022-04-04 01:44:56 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:44:56 UTC",3469958,-71.216580547,46.83791933,pm10,5.5
"2022-04-04 01:44:56 UTC",3469958,-71.216580547,46.83791933,hum,56.63
"2022-04-04 01:44:56 UTC",3469958,-71.216580547,46.83791933,temp,4.57
"2022-04-04 01:44:56 UTC",3469958,-71.216580547,46.83791933,pres,101152.44
"2022-04-04 01:46:56 UTC",3469958,-71.216580547,46.83791933,pm25_raw,1
"2022-04-04 01:46:56 UTC",3469958,-71.216580547,46.83791933,pm1,1
"2022-04-04 01:46:56 UTC",3469958,-71.216580547,46.83791933,pm10,1
"2022-04-04 01:46:56 UTC",3469958,-71.216580547,46.83791933,hum,56.92
"2022-04-04 01:46:56 UTC",3469958,-71.216580547,46.83791933,temp,4.53
"2022-04-04 01:46:56 UTC",3469958,-71.216580547,46.83791933,pres,101147.25
"2022-04-04 01:48:57 UTC",3469958,-71.216580547,46.83791933,pm25_raw,3
"2022-04-04 01:48:57 UTC",3469958,-71.216580547,46.83791933,pm1,2
"2022-04-04 01:48:57 UTC",3469958,-71.216580547,46.83791933,pm10,4.67
